Unnamed: 0,Year,Precipitation (Annual Mean mm),5-year smooth (Gaussian Smooth),Average Minimum Surface Air Temperature (Annual Mean °C),Average Mean Surface Air Temperature (Annual Mean °C),Average Maximum Surface Air Temperature (Annual Mean °C),Annual SPEI Drought Index (spei index),Average Largest 1-Day Precipitation (mm),Average Largest 5-Day Cumulative Precipitation (mm),Precipitation amount during wettest days (mm),Relative Humidity (%),Temperature-based Excess Mortality (factor),Viloyat,Category
74,2024.0,539.12,24.2,11.53,17.64,23.78,-1.05,25.66,44.95,12.77,54.43,0.19,Sirdaryo,
0,1950.0,313.94,19.7,4.92,12.09,19.3,-0.072027027027027,21.31,63.85,10.22,48.25,0.07,Surxondaryo,
1,1951.0,400.73,19.7,5.98,12.78,19.61,0.52,22.63,44.69,9.57,53.43,0.04,Surxondaryo,
2,1952.0,471.72,19.73,6.32,13.09,19.89,0.99,20.13,54.75,9.64,51.36,0.05,Surxondaryo,
3,1953.0,565.54,19.78,6.75,13.23,19.73,0.98,21.49,51.42,8.73,53.47,0.06,Surxondaryo,
4,1954.0,363.3,19.82,5.63,12.35,19.1,2.47,26.21,72.12,12.42,52.1,0.02,Surxondaryo,
5,1955.0,344.64,19.85,6.88,14.15,21.46,0.04,22.84,53.49,9.7,47.18,0.12,Surxondaryo,
6,1956.0,379.11,19.86,6.25,13.16,20.1,0.14,28.92,55.03,15.32,46.28,0.12,Surxondaryo,
7,1957.0,457.24,19.85,5.49,12.01,18.57,0.06,18.62,51.54,6.73,54.0,0.03,Surxondaryo,
8,1958.0,429.22,19.86,6.92,13.61,20.34,0.45,26.64,41.74,9.37,49.39,0.08,Surxondaryo,
9,1959.0,421.87,19.88,6.26,12.84,19.44,0.15,18.11,41.06,6.16,53.85,0.05,Surxondaryo,
10,1960.0,539.87,19.93,5.98,12.72,19.49,0.63,23.19,51.51,11.06,54.56,0.05,Surxondaryo,
11,1961.0,402.3,20.02,6.69,13.75,20.85,-0.34,22.18,44.96,12.9,50.72,0.06,Surxondaryo,
12,1962.0,424.46,20.12,6.43,13.23,20.07,-0.42,17.42,40.66,7.74,52.58,0.04,Surxondaryo,
13,1963.0,525.92,20.21,7.2,14.1,21.05,0.14,21.6,45.95,8.07,52.3,0.03,Surxondaryo,
14,1964.0,487.99,20.27,5.39,12.16,18.95,0.95,22.37,46.92,9.53,53.2,0.04,Surxondaryo,
15,1965.0,351.12,20.26,6.9,13.64,20.41,0.35,24.01,43.92,10.25,53.1,0.03,Surxondaryo,
16,1966.0,338.72,20.18,7.2,14.03,20.9,-0.69,18.13,36.84,6.14,49.67,0.07,Surxondaryo,
17,1967.0,415.82,20.04,6.67,13.23,19.81,-0.33,19.9,51.18,10.16,54.01,0.05,Surxondaryo,
18,1968.0,439.28,19.87,6.94,13.41,19.91,0.23,21.92,56.12,7.94,55.31,0.05,Surxondaryo,
19,1969.0,641.3,19.7,5.77,11.9,18.06,2.43,29.04,73.56,17.07,59.12,0.03,Surxondaryo,
20,1970.0,318.37,19.58,6.95,13.83,20.75,-0.32,21.4,35.0,7.58,49.91,0.08,Surxondaryo,
21,1971.0,209.75,19.52,7.13,14.11,21.14,-1.87,18.78,36.47,7.82,47.92,0.06,Surxondaryo,
22,1972.0,485.91,19.55,5.02,11.41,17.83,0.25,20.07,44.83,7.14,56.06,0.01,Surxondaryo,
23,1973.0,375.58,19.63,6.69,13.47,20.3,0.9,29.04,67.78,16.98,53.55,0.09,Surxondaryo,
24,1974.0,296.55,19.74,6.09,12.6,19.14,-0.58,25.87,44.73,8.2,52.08,0.05,Surxondaryo,
25,1975.0,310.23,19.85,6.6,13.32,20.08,-0.25,18.28,40.26,6.67,52.0,0.09,Surxondaryo,
26,1976.0,424.83,19.94,6.61,12.96,19.33,0.52,29.72,49.39,14.17,53.89,0.07,Surxondaryo,
27,1977.0,351.25,20.0,7.51,13.88,20.28,-0.56,18.14,39.36,6.76,53.09,0.12,Surxondaryo,
28,1978.0,419.21,20.02,7.16,13.59,20.07,0.25,24.09,43.13,12.3,53.23,0.07,Surxondaryo,
29,1979.0,392.55,20.04,7.38,13.88,20.42,0.69,24.9,42.49,11.25,53.72,0.08,Surxondaryo,
30,1980.0,362.15,20.06,7.4,13.88,20.4,-0.11,17.9,39.48,5.66,53.03,0.07,Surxondaryo,
31,1981.0,435.19,20.1,7.81,14.16,20.55,0.37,20.15,48.78,8.37,55.18,0.04,Surxondaryo,
32,1982.0,405.15,20.17,6.7,12.99,19.31,0.01,23.84,43.72,10.46,54.86,0.06,Surxondaryo,
33,1983.0,329.39,20.26,7.63,14.3,21.02,0.09,18.21,39.08,5.97,53.61,0.12,Surxondaryo,
34,1984.0,366.06,20.35,6.47,12.82,19.2,-0.22,21.19,46.59,7.45,54.67,0.12,Surxondaryo,
35,1985.0,329.65,20.42,7.12,13.67,20.27,0.04,19.62,40.07,5.51,53.4,0.07,Surxondaryo,
36,1986.0,331.65,20.45,7.26,13.79,20.36,-0.71,17.75,44.37,5.77,52.71,0.05,Surxondaryo,
37,1987.0,433.57,20.41,7.5,13.9,20.33,0.7,21.3,54.13,8.91,54.98,0.03,Surxondaryo,
38,1988.0,415.01,20.31,7.81,14.41,21.05,0.83,28.23,53.95,17.35,54.15,0.1,Surxondaryo,
39,1989.0,355.36,20.19,6.76,13.49,20.27,-0.14,18.33,44.49,5.74,52.84,0.04,Surxondaryo,
40,1990.0,378.84,20.07,7.53,14.07,20.66,0.33,16.45,46.97,3.44,55.76,0.08,Surxondaryo,
41,1991.0,493.25,20.0,7.33,13.64,20.0,0.52,27.83,84.17,12.65,58.07,0.03,Surxondaryo,
42,1992.0,483.22,20.0,7.13,13.39,19.7,1.79,21.8,53.84,7.74,56.13,0.03,Surxondaryo,
43,1993.0,537.24,20.1,6.74,12.91,19.12,0.61,21.37,46.76,10.11,55.62,0.05,Surxondaryo,
44,1994.0,394.74,20.27,7.03,13.58,20.17,0.09,24.9,51.23,7.33,54.27,0.11,Surxondaryo,
45,1995.0,297.55,20.49,7.56,14.58,21.64,-0.25,21.19,53.46,5.92,51.37,0.09,Surxondaryo,
46,1996.0,342.91,20.71,6.66,13.37,20.1,-0.29,18.57,53.19,5.82,53.41,0.05,Surxondaryo,
47,1997.0,495.61,20.9,7.69,14.41,21.16,-0.34,24.04,46.9,9.94,55.02,0.11,Surxondaryo,
48,1998.0,585.61,21.04,7.66,14.08,20.54,1.48,28.31,68.11,21.34,56.62,0.06,Surxondaryo,
49,1999.0,419.12,21.12,8.18,14.73,21.33,0.3,32.04,42.05,9.27,55.77,0.05,Surxondaryo,
50,2000.0,348.79,21.16,8.02,14.66,21.34,-1.53,16.63,32.5,5.1,49.64,0.06,Surxondaryo,
51,2001.0,305.49,21.16,8.06,14.76,21.51,-2.11,17.05,26.11,3.78,50.03,0.09,Surxondaryo,
52,2002.0,514.51,21.15,7.91,14.59,21.32,-0.51,26.5,49.99,14.54,54.26,0.09,Surxondaryo,
53,2003.0,487.44,21.14,7.75,13.94,20.17,0.49,27.67,51.96,17.63,54.29,0.08,Surxondaryo,
54,2004.0,452.92,21.12,8.53,14.96,21.44,-0.23,20.34,48.18,7.33,52.75,0.06,Surxondaryo,
55,2005.0,424.75,21.11,8.0,14.56,21.16,0.1,18.81,51.44,7.29,51.56,0.07,Surxondaryo,
56,2006.0,408.06,21.1,8.04,14.53,21.07,-0.85,22.17,60.36,6.41,52.42,0.11,Surxondaryo,
57,2007.0,420.85,21.09,7.63,14.46,21.33,-0.77,24.6,62.06,9.61,53.62,0.07,Surxondaryo,
58,2008.0,350.96,21.08,7.18,14.03,20.91,-1.37,16.91,38.33,4.82,52.6,0.11,Surxondaryo,
59,2009.0,601.65,21.06,7.73,14.34,21.0,-0.02,27.72,61.76,14.89,54.28,0.06,Surxondaryo,
60,2010.0,389.65,21.06,8.25,14.94,21.67,0.28,19.78,50.48,6.0,51.6,0.08,Surxondaryo,
61,2011.0,395.95,21.06,7.5,14.09,20.72,-1.57,22.07,52.48,6.88,50.8,0.16,Surxondaryo,
62,2012.0,520.02,21.08,7.07,13.77,20.5,0.54,22.75,43.36,7.55,53.51,0.05,Surxondaryo,
63,2013.0,458.71,21.12,8.23,14.83,21.46,-0.82,16.48,35.42,4.77,51.18,0.13,Surxondaryo,
64,2014.0,463.08,21.19,6.76,13.72,20.71,-0.63,20.53,47.3,6.91,51.89,0.1,Surxondaryo,
65,2015.0,483.1,21.28,8.1,14.76,21.45,-0.21,19.2,41.6,7.9,52.91,0.13,Surxondaryo,
66,2016.0,458.72,21.39,8.4,15.23,22.11,-0.67,17.89,50.3,7.77,49.78,0.11,Surxondaryo,
67,2017.0,368.26,21.5,7.56,14.55,21.56,-0.48,23.96,60.91,8.79,47.65,0.13,Surxondaryo,
68,2018.0,352.64,21.61,8.0,14.76,21.56,-1.72,21.75,43.85,8.97,47.88,0.16,Surxondaryo,
69,2019.0,551.03,21.7,8.53,15.14,21.78,0.31,23.12,49.23,8.66,50.99,0.16,Surxondaryo,
70,2020.0,473.06,21.79,7.51,14.08,20.69,-0.35,20.85,59.89,7.05,50.73,0.08,Surxondaryo,
71,2021.0,317.67,21.86,8.34,15.32,22.33,-1.91,17.46,40.94,5.82,43.92,0.17,Surxondaryo,
72,2022.0,528.75,21.92,9.55,15.63,21.75,-1.64,19.96,55.28,8.08,50.61,0.18,Surxondaryo,
73,2023.0,339.05,21.98,9.48,16.1,22.77,-1.66,16.69,46.19,5.08,46.69,0.22,Surxondaryo,
74,2024.0,527.55,22.03,8.88,15.22,21.59,-0.88,19.05,40.9,8.37,51.12,0.18,Surxondaryo,
49,1950.0,332.2,20.77,6.57,13.5,20.44,0.63,41.6,64.98,27.01,61.42,0.05,Toshkent_shahar,
50,1951.0,494.9,20.78,7.67,14.12,20.6,-0.8,20.79,32.08,4.79,57.39,0.13,Toshkent_shahar,
51,1952.0,579.4,20.83,8.06,14.5,21.01,-0.99,22.66,40.37,14.93,57.76,0.09,Toshkent_shahar,
52,1953.0,758.4,20.9,8.3,14.6,20.92,0.99,49.78,68.72,25.32,63.55,0.06,Toshkent_shahar,
53,1954.0,468.3,20.96,7.16,13.61,20.1,1.45,33.39,86.03,46.23,65.19,0.05,Toshkent_shahar,
54,1955.0,464.5,21.0,8.55,15.5,22.5,0.65,26.37,69.55,19.96,62.07,0.07,Toshkent_shahar,
55,1956.0,421.5,21.01,7.87,14.62,21.42,0.48,31.36,57.21,30.72,60.79,0.11,Toshkent_shahar,
56,1957.0,414.0,21.02,7.01,13.47,19.97,-0.68,19.77,52.51,13.85,61.75,0.08,Toshkent_shahar,
57,1958.0,671.2,21.03,8.52,14.89,21.31,-0.26,31.01,52.2,16.65,60.27,0.08,Toshkent_shahar,
58,1959.0,578.4,21.05,7.98,14.29,20.64,-1.37,31.61,55.79,16.14,60.02,0.16,Toshkent_shahar,
59,1960.0,593.0,21.11,7.63,14.04,20.5,0.55,43.65,63.55,29.38,63.33,0.04,Toshkent_shahar,
60,1961.0,375.5,21.21,8.47,15.23,22.03,0.86,25.72,53.65,18.59,62.35,0.07,Toshkent_shahar,
61,1962.0,472.8,21.32,8.25,14.83,21.44,-1.24,22.08,58.2,11.58,59.8,0.12,Toshkent_shahar,
62,1963.0,556.5,21.42,8.97,15.6,22.27,-0.07,23.92,43.37,12.4,59.6,0.09,Toshkent_shahar,
63,1964.0,465.8,21.48,7.18,13.68,20.22,-0.67,28.17,34.65,5.74,57.16,0.12,Toshkent_shahar,
64,1965.0,451.6,21.47,8.73,15.18,21.66,-0.52,26.49,71.62,12.1,57.92,0.12,Toshkent_shahar,
65,1966.0,452.4,21.38,8.98,15.44,21.93,-0.41,29.26,49.24,17.48,59.53,0.17,Toshkent_shahar,
66,1967.0,532.4,21.23,8.56,14.8,21.06,-0.27,22.56,71.27,17.85,59.09,0.14,Toshkent_shahar,
67,1968.0,591.7,21.04,8.56,14.78,21.04,0.5,30.48,69.66,26.54,57.53,0.12,Toshkent_shahar,
68,1969.0,1013.4,20.87,7.44,13.34,19.27,-1.32,29.5,40.85,16.03,54.28,0.21,Toshkent_shahar,
69,1970.0,440.4,20.73,8.66,15.22,21.82,-0.07,26.12,67.6,25.07,58.08,0.16,Toshkent_shahar,
70,1971.0,373.4,20.68,8.82,15.56,22.35,-0.17,34.34,63.84,24.32,57.95,0.04,Toshkent_shahar,
71,1972.0,558.9,20.72,6.85,12.92,19.03,-1.54,25.07,50.71,6.21,52.71,0.23,Toshkent_shahar,
72,1973.0,431.6,20.81,8.51,14.98,21.49,-0.42,30.67,92.35,27.28,59.5,0.13,Toshkent_shahar,
73,1974.0,373.7,20.93,7.9,14.08,20.28,-0.42,29.48,48.31,19.39,57.53,0.15,Toshkent_shahar,
74,1975.0,392.1,21.06,8.54,14.95,21.4,0.04,26.29,54.02,25.91,63.0,0.07,Toshkent_shahar,
75,1976.0,546.1,21.17,8.48,14.52,20.59,,,,,,,Toshkent_shahar,
76,1977.0,583.2,21.23,9.22,15.36,21.53,,,,,,,Toshkent_shahar,
77,1978.0,592.8,21.26,8.95,15.07,21.23,,,,,,,Toshkent_shahar,
78,1979.0,582.4,21.28,9.18,15.32,21.51,,,,,,,Toshkent_shahar,
79,1980.0,475.3,21.29,9.26,15.44,21.67,,,,,,,Toshkent_shahar,
80,1981.0,507.3,21.31,9.55,15.55,21.6,,,,,,,Toshkent_shahar,
81,1982.0,500.2,21.37,8.62,14.67,20.75,,,,,,,Toshkent_shahar,
82,1983.0,382.4,21.44,9.41,15.81,22.23,,,,,,,Toshkent_shahar,
83,1984.0,504.3,21.5,8.12,14.22,20.34,,,,,,,Toshkent_shahar,
84,1985.0,469.1,21.55,8.78,15.02,21.33,,,,,,,Toshkent_shahar,
85,1986.0,399.9,21.57,9.09,15.33,21.59,,,,,,,Toshkent_shahar,
86,1987.0,658.5,21.53,9.31,15.28,21.3,,,,,,,Toshkent_shahar,
87,1988.0,424.4,21.44,9.58,15.87,22.2,,,,,,,Toshkent_shahar,
88,1989.0,463.7,21.32,8.5,14.9,21.35,,,,,,,Toshkent_shahar,
89,1990.0,542.3,21.21,9.41,15.59,21.83,,,,,,,Toshkent_shahar,
90,1991.0,561.3,21.14,9.09,15.13,21.23,,,,,,,Toshkent_shahar,
91,1992.0,516.3,21.12,9.08,14.97,20.91,,,,,,,Toshkent_shahar,
92,1993.0,815.2,21.19,8.47,14.26,20.12,,,,,,,Toshkent_shahar,
93,1994.0,608.8,21.32,8.75,14.93,21.15,,,,,,,Toshkent_shahar,
94,1995.0,285.0,21.49,9.35,15.94,22.57,,,,,,,Toshkent_shahar,
95,1996.0,415.3,21.67,8.39,14.7,21.04,,,,,,,Toshkent_shahar,
96,1997.0,513.4,21.85,9.54,15.88,22.27,,,,,,,Toshkent_shahar,
97,1998.0,749.6,22.0,9.48,15.53,21.58,,,,,,,Toshkent_shahar,
98,1999.0,627.0,22.12,9.96,16.1,22.27,,,,,,,Toshkent_shahar,
99,2000.0,412.7,22.21,9.8,16.04,22.32,,,,,,,Toshkent_shahar,
100,2001.0,451.4,22.27,9.9,16.24,22.63,,,,,,,Toshkent_shahar,
101,2002.0,690.9,22.3,9.83,16.09,22.39,,,,,,,Toshkent_shahar,
102,2003.0,741.5,22.32,9.69,15.49,21.36,,,,,,,Toshkent_shahar,
103,2004.0,632.4,22.31,10.53,16.57,22.69,,,,,,,Toshkent_shahar,
104,2005.0,478.3,22.29,10.0,16.15,22.33,,,,,,,Toshkent_shahar,
105,2006.0,526.1,22.27,9.95,16.12,22.35,,,,,,,Toshkent_shahar,
106,2007.0,509.0,22.24,9.86,16.16,22.49,,,,,,,Toshkent_shahar,
107,2008.0,450.8,22.21,9.4,15.61,21.85,,,,,,,Toshkent_shahar,
108,2009.0,579.1,22.19,10.01,16.04,22.11,,,,,,,Toshkent_shahar,
109,2010.0,507.0,22.19,10.47,16.67,22.95,,,,,,,Toshkent_shahar,
110,2011.0,546.1,22.19,9.67,15.7,21.77,,,,,,,Toshkent_shahar,
111,2012.0,460.0,22.22,9.17,15.35,21.57,,,,,,,Toshkent_shahar,
112,2013.0,539.6,22.27,10.36,16.57,22.82,,,,,,,Toshkent_shahar,
113,2014.0,537.7,22.34,8.8,15.29,21.82,,,,,,,Toshkent_shahar,
114,2015.0,603.7,22.43,10.5,16.53,22.61,,,,,,,Toshkent_shahar,
115,2016.0,600.2,22.53,10.68,16.92,23.21,,,,,,,Toshkent_shahar,
116,2017.0,474.6,22.64,9.73,16.14,22.57,,,,,,,Toshkent_shahar,
117,2018.0,488.0,22.75,9.87,16.2,22.58,,,,,,,Toshkent_shahar,
118,2019.0,519.6,22.86,10.7,16.85,23.05,,,,,,,Toshkent_shahar,
119,2020.0,443.2,22.95,9.65,15.8,22.02,,,,,,,Toshkent_shahar,
120,2021.0,389.5,23.03,10.39,16.91,23.47,,,,,,,Toshkent_shahar,
121,2022.0,659.8,23.11,11.41,17.14,22.9,,,,,,,Toshkent_shahar,
122,2023.0,378.9,23.18,11.43,17.7,24.0,,,,,,,Toshkent_shahar,
123,2024.0,581.5,23.25,10.93,16.84,22.78,,,,,,,Toshkent_shahar,
0,,,,,,,-0.0563513513513513,18.03,56.57,5.79,51.42,0.09,Toshkent_shahar,
1,,,,,,,-0.82,27.25,60.6,20.58,60.51,0.06,Toshkent_shahar,
2,,,,,,,0.63,31.75,60.78,23.52,58.29,0.09,Toshkent_shahar,
3,,,,,,,0.35,27.21,64.16,20.94,60.14,0.09,Toshkent_shahar,
4,,,,,,,1.25,24.75,81.79,22.22,59.24,0.03,Toshkent_shahar,
5,,,,,,,-0.28,32.09,67.81,36.55,53.19,0.15,Toshkent_shahar,
6,,,,,,,0.12,51.31,59.11,20.37,54.74,0.13,Toshkent_shahar,
7,,,,,,,-0.71,27.17,41.96,9.41,57.58,0.06,Toshkent_shahar,
8,,,,,,,0.73,24.09,54.88,10.64,56.83,0.11,Toshkent_shahar,
9,,,,,,,0.35,31.24,81.93,18.72,58.26,0.03,Toshkent_shahar,
10,,,,,,,0.55,28.77,52.79,21.35,59.58,0.06,Toshkent_shahar,
11,,,,,,,-1.11,22.96,51.84,24.56,53.66,0.09,Toshkent_shahar,
12,,,,,,,-1.09,24.31,48.33,15.53,57.02,0.12,Toshkent_shahar,
13,,,,,,,0.35,26.52,86.95,28.12,60.37,0.04,Toshkent_shahar,
14,,,,,,,0.97,37.13,59.75,38.17,56.04,0.05,Toshkent_shahar,
15,,,,,,,-0.48,52.54,73.43,17.73,56.23,0.08,Toshkent_shahar,
16,,,,,,,-0.89,30.82,50.65,23.72,56.91,0.13,Toshkent_shahar,
17,,,,,,,-0.33,32.83,69.74,41.62,60.92,0.05,Toshkent_shahar,
18,,,,,,,0.18,27.61,57.5,23.52,58.92,0.1,Toshkent_shahar,
19,,,,,,,2.23,36.95,73.1,32.31,67.08,0.03,Toshkent_shahar,
20,,,,,,,0.48,32.33,42.37,13.82,56.96,0.07,Toshkent_shahar,
21,,,,,,,-1.2,27.57,45.17,22.65,53.78,0.1,Toshkent_shahar,
22,,,,,,,0.05,26.89,50.07,7.68,61.28,0.01,Toshkent_shahar,
23,,,,,,,0.28,20.8,45.33,19.02,58.43,0.08,Toshkent_shahar,
24,,,,,,,-0.65,24.08,46.63,9.54,57.64,0.08,Toshkent_shahar,
25,,,,,,,-1.52,21.51,46.28,10.85,53.78,0.12,Toshkent_shahar,
26,,,,,,,-0.71,31.03,55.0,28.09,61.22,0.09,Toshkent_shahar,
27,,,,,,,-0.7,28.56,83.13,23.88,61.15,0.07,Toshkent_shahar,
28,,,,,,,0.44,31.65,59.23,22.66,62.17,0.06,Toshkent_shahar,
29,,,,,,,1.04,45.06,54.84,30.98,61.75,0.08,Toshkent_shahar,
30,,,,,,,-0.14,31.46,46.54,27.34,60.81,0.09,Toshkent_shahar,
31,,,,,,,0.46,29.01,69.87,25.44,64.12,0.03,Toshkent_shahar,
32,,,,,,,-0.29,27.44,38.03,14.34,60.79,0.06,Toshkent_shahar,
33,,,,,,,-0.9,19.14,37.28,9.35,57.2,0.13,Toshkent_shahar,
34,,,,,,,-0.73,35.64,48.68,11.34,59.73,0.11,Toshkent_shahar,
35,,,,,,,0.09,32.27,52.29,18.42,60.86,0.05,Toshkent_shahar,
36,,,,,,,-1.1,27.48,50.12,20.82,58.93,0.09,Toshkent_shahar,
37,,,,,,,0.54,40.64,77.98,36.64,64.25,0.06,Toshkent_shahar,
38,,,,,,,0.31,20.58,62.75,10.8,61.2,0.08,Toshkent_shahar,
39,,,,,,,-0.52,28.97,68.21,21.15,60.07,0.06,Toshkent_shahar,
40,,,,,,,0.35,38.95,70.56,27.35,61.83,0.1,Toshkent_shahar,
41,,,,,,,0.04,24.82,80.37,24.03,63.22,0.03,Toshkent_shahar,
42,,,,,,,0.89,32.71,82.53,28.25,64.47,0.02,Toshkent_shahar,
43,,,,,,,1.16,29.16,88.47,23.42,66.44,0.03,Toshkent_shahar,
44,,,,,,,0.94,31.93,45.06,30.13,61.99,0.06,Toshkent_shahar,
45,,,,,,,-0.48,20.28,34.21,15.28,58.93,0.09,Toshkent_shahar,
46,,,,,,,-0.62,22.02,49.36,12.26,59.13,0.11,Toshkent_shahar,
47,,,,,,,0.16,32.37,71.21,29.78,63.15,0.1,Toshkent_shahar,
48,,,,,,,1.23,37.4,62.24,25.26,65.0,0.07,Toshkent_shahar,
0,1950.0,502.21,15.52,1.77,8.46,15.17,-0.0475675675675675,23.89,68.0,10.22,54.02,0.09,Toshkent_viloyat,
1,1951.0,770.29,15.54,2.86,9.11,15.38,-0.96,32.29,71.06,9.57,60.35,0.05,Toshkent_viloyat,
2,1952.0,780.77,15.59,3.22,9.46,15.74,0.71,28.99,69.19,9.64,58.98,0.09,Toshkent_viloyat,
3,1953.0,852.81,15.67,3.55,9.64,15.75,0.2,29.89,58.8,8.73,60.19,0.09,Toshkent_viloyat,
4,1954.0,808.73,15.74,2.3,8.57,14.86,1.16,30.31,110.92,12.42,59.33,0.03,Toshkent_viloyat,
5,1955.0,764.62,15.79,3.75,10.49,17.27,-0.27,35.17,88.04,9.7,54.68,0.13,Toshkent_viloyat,
6,1956.0,677.38,15.82,3.02,9.6,16.19,0.08,29.52,63.42,15.32,55.31,0.15,Toshkent_viloyat,
7,1957.0,657.46,15.84,2.22,8.52,14.85,-1.02,30.77,53.72,6.73,58.76,0.05,Toshkent_viloyat,
8,1958.0,944.23,15.86,3.76,9.95,16.16,0.78,29.03,73.36,9.37,58.06,0.1,Toshkent_viloyat,
9,1959.0,792.01,15.9,3.18,9.31,15.46,0.58,37.65,87.71,6.16,60.23,0.04,Toshkent_viloyat,
10,1960.0,740.04,15.96,2.91,9.12,15.37,0.66,33.26,63.4,11.06,60.3,0.06,Toshkent_viloyat,
11,1961.0,595.87,16.06,3.79,10.32,16.89,-0.89,25.13,45.13,12.9,55.55,0.08,Toshkent_viloyat,
12,1962.0,723.59,16.16,3.52,9.87,16.26,-0.85,32.42,68.18,7.74,58.02,0.1,Toshkent_viloyat,
13,1963.0,821.8,16.25,4.23,10.64,17.07,0.32,25.41,60.33,8.07,59.62,0.04,Toshkent_viloyat,
14,1964.0,732.0,16.31,2.46,8.76,15.07,0.88,27.1,69.81,9.53,59.17,0.03,Toshkent_viloyat,
15,1965.0,721.9,16.29,3.95,10.22,16.51,-0.54,48.01,87.4,10.25,57.06,0.07,Toshkent_viloyat,
16,1966.0,689.56,16.2,4.19,10.44,16.72,-0.31,34.77,63.82,6.14,58.52,0.09,Toshkent_viloyat,
17,1967.0,762.91,16.05,3.82,9.85,15.9,-0.35,34.03,85.99,10.16,60.61,0.07,Toshkent_viloyat,
18,1968.0,828.3,15.87,3.8,9.83,15.89,0.32,31.17,73.28,7.94,60.75,0.11,Toshkent_viloyat,
19,1969.0,1255.43,15.69,2.59,8.33,14.09,2.3,35.77,96.71,17.07,67.07,0.03,Toshkent_viloyat,
20,1970.0,657.36,15.56,3.89,10.23,16.59,0.33,21.37,51.86,7.58,58.48,0.07,Toshkent_viloyat,
21,1971.0,570.44,15.51,4.05,10.6,17.18,-1.13,28.38,49.46,7.82,55.75,0.08,Toshkent_viloyat,
22,1972.0,823.05,15.54,2.02,7.93,13.85,0.01,20.18,47.78,7.14,61.79,0.01,Toshkent_viloyat,
23,1973.0,634.37,15.63,3.73,10.02,16.33,0.28,23.23,54.08,16.98,59.02,0.09,Toshkent_viloyat,
24,1974.0,597.83,15.75,3.12,9.1,15.1,-1.27,19.63,41.42,8.2,58.49,0.08,Toshkent_viloyat,
25,1975.0,549.19,15.87,3.81,10.03,16.27,-1.45,26.81,48.93,6.67,55.68,0.13,Toshkent_viloyat,
26,1976.0,732.65,15.97,3.67,9.5,15.36,-0.65,31.42,67.26,14.17,61.5,0.1,Toshkent_viloyat,
27,1977.0,749.83,16.03,4.41,10.37,16.35,-0.74,40.09,105.11,6.76,60.47,0.09,Toshkent_viloyat,
28,1978.0,840.33,16.06,4.12,10.05,16.02,0.38,29.71,58.94,12.3,61.48,0.1,Toshkent_viloyat,
29,1979.0,787.08,16.08,4.34,10.3,16.28,1.05,33.57,73.12,11.25,61.69,0.08,Toshkent_viloyat,
30,1980.0,684.42,16.09,4.4,10.39,16.4,-0.36,25.96,53.72,5.66,61.07,0.09,Toshkent_viloyat,
31,1981.0,858.24,16.12,4.75,10.57,16.42,0.19,26.46,59.92,8.37,63.61,0.04,Toshkent_viloyat,
32,1982.0,623.46,16.17,3.8,9.67,15.57,-0.48,28.35,44.79,10.46,61.07,0.06,Toshkent_viloyat,
33,1983.0,609.31,16.24,4.66,10.87,17.1,-0.77,24.22,42.74,5.97,58.86,0.13,Toshkent_viloyat,
34,1984.0,699.97,16.31,3.32,9.25,15.19,-0.58,31.02,54.07,7.45,60.49,0.14,Toshkent_viloyat,
35,1985.0,712.83,16.35,3.94,10.01,16.11,0.1,29.94,53.22,5.51,60.11,0.06,Toshkent_viloyat,
36,1986.0,662.88,16.37,4.29,10.32,16.38,-1.1,25.03,61.47,5.77,59.96,0.08,Toshkent_viloyat,
37,1987.0,967.36,16.33,4.5,10.27,16.06,0.93,37.33,78.08,8.91,64.84,0.06,Toshkent_viloyat,
38,1988.0,708.26,16.23,4.78,10.86,16.98,0.47,18.32,46.81,17.35,61.02,0.11,Toshkent_viloyat,
39,1989.0,706.47,16.12,3.71,9.9,16.12,-0.63,40.51,89.13,5.74,60.18,0.06,Toshkent_viloyat,
40,1990.0,761.78,16.01,4.65,10.64,16.66,0.38,30.59,57.08,3.44,62.9,0.1,Toshkent_viloyat,
41,1991.0,787.27,15.94,4.31,10.19,16.09,-0.19,29.99,86.33,12.65,63.19,0.05,Toshkent_viloyat,
42,1992.0,776.61,15.92,4.27,9.99,15.73,0.73,31.28,61.69,7.74,65.03,0.03,Toshkent_viloyat,
43,1993.0,1070.28,15.99,3.64,9.25,14.88,1.04,31.16,104.63,10.11,66.91,0.04,Toshkent_viloyat,
44,1994.0,831.22,16.12,3.95,9.92,15.92,1.14,33.94,66.21,7.33,63.6,0.07,Toshkent_viloyat,
45,1995.0,539.82,16.29,4.61,10.97,17.36,-0.27,27.04,43.84,5.92,60.42,0.07,Toshkent_viloyat,
46,1996.0,763.17,16.47,3.6,9.69,15.79,-0.22,25.19,58.07,5.82,62.12,0.08,Toshkent_viloyat,
47,1997.0,715.47,16.65,4.8,10.95,17.14,-0.22,23.83,44.94,9.94,63.17,0.13,Toshkent_viloyat,
48,1998.0,1042.24,16.8,4.67,10.51,16.38,0.92,34.2,79.44,21.34,64.54,0.08,Toshkent_viloyat,
49,1999.0,874.88,16.92,5.19,11.13,17.09,0.78,35.01,54.33,9.27,62.36,0.05,Toshkent_viloyat,
50,2000.0,647.76,17.01,5.03,11.03,17.07,-0.52,23.32,48.7,5.1,59.41,0.08,Toshkent_viloyat,
